episode_number,title,pubdate_short,primary_start_year,primary_end_year,year_label,primary_region,era_bucket,themes,key_figures,is_series,series_key,part_number,is_strongly_1800_1934,confidence,reasoning,duration,audio_url,spotify_search_url,guid
358,358: Viking Sorcery,2023-08-09,793,1066,793 – 1066,Scandinavia,Medieval,Religion & Church; Culture & Arts; Slavery,,false,,,false,medium,"The episode is explicitly about the “strange and gruesome world of Viking Sorcery,” describing Viking-era rituals, burial practices, human sacrifice, and supernatural beliefs. The Viking Age is conventionally placed around 793–1066, though the description gives no precise dates.",3338,https://pdst.fm/e/traffic.megaphone.fm/GLT1200485419.mp3?updated=1692015904,https://open.spotify.com/search/The%20Rest%20Is%20History%20358%3A%20Viking%20Sorcery,4c02a1b0-36d4-11ee-99be-2f0cdea5e221
359,359: Martin Luther King's Dream,2023-08-13,1963,1963,1963,United States,Postwar,Politics & Power; Biography; Ideology,Martin Luther King Jr.,false,,,false,high,"The description explicitly dates the central speech and the March on Washington to August 1963, identifying it as a defining moment in the American Civil Rights movement.",3245,https://pdst.fm/e/traffic.megaphone.fm/GLT8593313865.mp3?updated=1692015861,https://open.spotify.com/search/The%20Rest%20Is%20History%20359%3A%20Martin%20Luther%20King%27s%20Dream,0570cf92-385f-11ee-bf13-bb3fd9a67b8b
360,360. Fear City: New York in the 1970s,2023-08-16,1970,1979,1970 – 1979,United States,Postwar,Economics & Trade; Crime & Mystery; Disaster & Plague,,false,,,false,high,"The title explicitly identifies New York in the 1970s, and the description focuses on economic stagnation, unemployment, rising crime, the 1977 power blackout, and looting.",3246,https://pdst.fm/e/traffic.megaphone.fm/GLT7107047696.mp3?updated=1692227469,https://open.spotify.com/search/The%20Rest%20Is%20History%20360.%20Fear%20City%3A%20New%20York%20in%20the%201970s,153dbff0-3c58-11ee-89ae-230c87feb0f3
361,361. The Lost Library of Alexandria,2023-08-20,-300,500,300 BCE – 500,Mediterranean,Ancient,Science & Technology; Culture & Arts,,false,,,false,medium,"The description explicitly calls the Library of Alexandria an institution of “the ancient world” and places it in the complex containing Alexander the Great’s tomb. Its history is therefore dated broadly from its Hellenistic foundation around the 3rd century BCE through late antiquity, though no precise destruction date is given.",3290,https://pdst.fm/e/traffic.megaphone.fm/GLT1578679297.mp3?updated=1692571845,https://open.spotify.com/search/The%20Rest%20Is%20History%20361.%20The%20Lost%20Library%20of%20Alexandria,2442a58a-3fa8-11ee-a70d-6febee05c4ec
362,362. The Taj Mahal: Love and Death,2023-08-23,1632,1653,1632 – 1653,India,Early Modern,Monarchy & Royalty; Empire & Colonialism; Culture & Arts,Shah Jahan; Mumtaz Mahal,false,,,false,high,"The episode focuses on the Taj Mahal, built by Mughal Emperor Shah Jahan as a mausoleum for Mumtaz Mahal; its construction is conventionally dated to 1632–1653. The description explicitly discusses the Mughal Empire and the monument's cultural and political significance.",2932,https://pdst.fm/e/traffic.megaphone.fm/GLT2445608477.mp3?updated=1692810615,https://open.spotify.com/search/The%20Rest%20Is%20History%20362.%20The%20Taj%20Mahal%3A%20Love%20and%20Death,4980a77c-41d6-11ee-8fb0-377b7b3a169c
363,363. Sixties Fashion: The Teenage Revolution (Part 1),2023-08-27,1960,1969,1960 – 1969,Britain,Postwar,Culture & Arts; Fashion; Youth Culture,Jean Shrimpton,true,Sixties Fashion,1,false,high,"The episode is explicitly about “The Sixties” and focuses on Britain’s fashion culture, including Mods and Rockers, mini-skirts, and 1960s models. References to the 1940s and early 1950s provide context, but the dominant focus is the 1960s.",3024,https://pdst.fm/e/traffic.megaphone.fm/GLT5487814001.mp3?updated=1729782129,https://open.spotify.com/search/The%20Rest%20Is%20History%20363.%20Sixties%20Fashion%3A%20The%20Teenage%20Revolution%20%28Part%201%29,f7b61202-44f9-11ee-8586-dfc5fd9824e6
364,364. Sixties Fashion: Swinging London (Part 2),2023-08-30,1960,1969,1960 – 1969,Britain,Postwar,Culture & Arts; Music; Fashion,Jimi Hendrix,true,Sixties Fashion,2,false,high,"The description explicitly focuses on the 1960s, citing “Swinging London,” miniskirts, youth culture, hippies, Jimi Hendrix, the Beatles, and Sergeant Pepper’s. Its dominant setting is London and its subject is postwar fashion and popular culture.",3182,https://pdst.fm/e/traffic.megaphone.fm/GLT8438824218.mp3?updated=1729782150,https://open.spotify.com/search/The%20Rest%20Is%20History%20364.%20Sixties%20Fashion%3A%20Swinging%20London%20%28Part%202%29,21b45546-4752-11ee-a897-2fa9790f950b
365,365. Le Marquis de Sade: Sex and Violence,2023-09-03,1740,1814,1740 – 1814,France,Early Modern,Biography; Sex & Scandal; Revolution; Literature,Marquis de Sade,false,,,false,high,"The episode is explicitly about the Marquis de Sade’s turbulent life, prison years, and legacy. References to his arrests by the French monarchy and revolutionaries, and to Robespierre’s deposition, anchor the focus in the late eighteenth-century French Revolutionary era, within his 1740–1814 lifetime.",3377,https://pdst.fm/e/traffic.megaphone.fm/GLT8871465113.mp3?updated=1693839248,https://open.spotify.com/search/The%20Rest%20Is%20History%20365.%20Le%20Marquis%20de%20Sade%3A%20Sex%20and%20Violence,7a18d39e-48e0-11ee-a6b3-3fae2f11f140
366,366. The Architect of Modern China,2023-09-06,1978,1992,1978 – 1992,China,Postwar,Politics & Power; Economics & Trade; Ideology; Biography,Deng Xiaoping,false,,,false,high,"The episode focuses on Deng Xiaoping’s leadership and China’s transition into a global economic and political powerhouse, especially his opening of the country to foreign investment and technology. The main period is the reform era beginning in 1978 and extending through the early 1990s.",3398,https://pdst.fm/e/traffic.megaphone.fm/GLT1902993082.mp3?updated=1694041584,https://open.spotify.com/search/The%20Rest%20Is%20History%20366.%20The%20Architect%20of%20Modern%20China,300c5cdc-4cd5-11ee-9c2f-2fd7ba8cbbe1
367,"367. The Real Harry Potter: Magic, Empire and Beastly Bullies",2023-09-10,0,0,Undated,Undated,Undated,Culture & Arts; Literature,J.K. Rowling,false,,,false,high,"The description focuses on the fantasy and literary roots of J.K. Rowling’s novels, mentioning Tolkien, Narnia, ancient languages and the Harry Potter world, but gives no specific historical dates. It is therefore a thematic literary episode rather than one anchored to a defined historical period.",3740,https://pdst.fm/e/traffic.megaphone.fm/GLT3711207657.mp3?updated=1694524289,https://open.spotify.com/search/The%20Rest%20Is%20History%20367.%20The%20Real%20Harry%20Potter%3A%20Magic%2C%20Empire%20and%20Beastly%20Bullies,3879a3c0-5018-11ee-bac7-8f9e4841ee00
368,368. The History Behind Hogwarts: Ancient Schools and Revolting Students,2023-09-13,1700,1799,1700 – 1799,Britain,Early Modern,Politics & Power; Religion & Church; Culture & Arts,,true,,,false,high,"The description explicitly focuses on “18th century British Public schools,” including student rebellions, violence, and their “deeply Christian origins.” It is identified as “the second part of our series,” supporting a series classification.",3317,https://pdst.fm/e/traffic.megaphone.fm/GLT6783238013.mp3?updated=1696245232,https://open.spotify.com/search/The%20Rest%20Is%20History%20368.%20The%20History%20Behind%20Hogwarts%3A%20Ancient%20Schools%20and%20Revolting%20Students,c1c7a744-5018-11ee-b3d6-87ab40d626e1
369,369. The Colosseum: Rome's Arena of Death,2023-09-17,1,100,1 – 100,Italy,Ancient,War & Military; Culture & Arts; Politics & Power,,false,,,false,high,"The description explicitly says the Colosseum was built by the Flavian dynasty in the first century AD and focuses on Roman violence, gladiatorial bouts, emperors, and the arena's meaning.",3233,https://pdst.fm/e/traffic.megaphone.fm/GLT7808118779.mp3?updated=1694986733,https://open.spotify.com/search/The%20Rest%20Is%20History%20369.%20The%20Colosseum%3A%20Rome%27s%20Arena%20of%20Death,1fccf254-55a0-11ee-9c90-53311039c015
370,"370. The 1973 Chilean Coup: Allende, Nixon and the CIA (Part 1)",2023-09-20,1970,1973,1970 – 1973,Latin America,Postwar,Politics & Power; Revolution; Empire & Colonialism; Biography,Salvador Allende; Richard Nixon; Augusto Pinochet,true,The 1973 Chilean Coup,1,false,high,"The description explicitly identifies the 1973 coup and focuses on Allende’s rise to power, socialist government, and U.S. efforts under Richard Nixon to undermine him. The Cold War framing anchors the episode in the postwar period, approximately 1970–1973.",2669,https://pdst.fm/e/traffic.megaphone.fm/GLT6405070034.mp3?updated=1729782085,https://open.spotify.com/search/The%20Rest%20Is%20History%20370.%20The%201973%20Chilean%20Coup%3A%20Allende%2C%20Nixon%20and%20the%20CIA%20%28Part%201%29,bf7a8234-57d6-11ee-910d-eb2dad8d45b5
371,371. The 1973 Chilean Coup: General Pinochet Seizes Power (Part 2),2023-09-21,1973,1990,1973 – 1990,Latin America,Postwar,Politics & Power; War & Military; Genocide & Atrocity; Biography,Salvador Allende; Augusto Pinochet,true,The 1973 Chilean Coup,2,false,high,"The episode is explicitly about the “1973 Chilean coup,” the overthrow of Salvador Allende, and life under Pinochet’s subsequent rule, including killings and torture. The primary focus therefore spans the coup in 1973 and the Pinochet dictatorship through 1990.",3034,https://pdst.fm/e/traffic.megaphone.fm/GLT3740766328.mp3?updated=1729782100,https://open.spotify.com/search/The%20Rest%20Is%20History%20371.%20The%201973%20Chilean%20Coup%3A%20General%20Pinochet%20Seizes%20Power%20%28Part%202%29,0f9b3c20-580b-11ee-8b5a-6350a2e39d81
372,372. The Birth of British Fascism,2023-09-24,1900,1932,1900 – 1932,Britain,World Wars & Interwar,Ideology; Politics & Power; Economics & Trade,,false,,,true,high,"The description anchors the episode at the “turn of the 20th century” and especially the 1920s, focusing on British fascism before the emergence of Oswald Mosley. The dominant focus is therefore Britain from roughly 1900 to the early 1930s.",3260,https://pdst.fm/e/traffic.megaphone.fm/GLT4747738645.mp3?updated=1695596282,https://open.spotify.com/search/The%20Rest%20Is%20History%20372.%20The%20Birth%20of%20British%20Fascism,1b9e2f5a-5b2b-11ee-bc73-03c0947a2f05
373,373. Oswald Mosley: Fascist Leader,2023-09-27,1932,1934,1932 – 1934,Britain,World Wars & Interwar,Politics & Power; Ideology; Biography; War & Military,Oswald Mosley,true,,,true,high,"The description explicitly focuses on Mosley forming the British Union of Fascists in 1932 and the violence at Kensington Olympia in 1934, while also noting his First World War background. It identifies this as the second episode in a series on British Fascism.",3271,https://pdst.fm/e/traffic.megaphone.fm/GLT7471576360.mp3?updated=1695823188,https://open.spotify.com/search/The%20Rest%20Is%20History%20373.%20Oswald%20Mosley%3A%20Fascist%20Leader,f5ecc76e-5d3a-11ee-85ee-1f725c352abf
374,374. The Battle of Cable Street: Fascism Defeated,2023-10-01,1936,1940,1936 – 1940,Britain,World Wars & Interwar,Ideology; Politics & Power; War & Military; Biography,Oswald Mosley,true,,,false,high,"The description explicitly dates the Battle of Cable Street to 6 October 1936 and discusses British fascism in the pre-war years, including Mosley’s eventual arrest and detention, placing the main focus in the late 1930s and around 1940.",2703,https://pdst.fm/e/traffic.megaphone.fm/GLT3021730207.mp3?updated=1695832036,https://open.spotify.com/search/The%20Rest%20Is%20History%20374.%20The%20Battle%20of%20Cable%20Street%3A%20Fascism%20Defeated,c32c424a-5d3b-11ee-a2dd-731be6c1abb7
375,375. Hitler and the Mitford Sisters,2023-10-04,1920,1939,1920 – 1939,Britain,World Wars & Interwar,Biography; Ideology; Politics & Power; Sex & Scandal,Unity Mitford; Diana Mitford; Adolf Hitler; Oswald Mosley; Eva Braun,false,,,false,high,"The episode focuses on the Mitford family’s prominence in the London scene in the 1920s, Unity’s move to Berlin in 1934, the 1936 Berlin Olympics, and her relationship with Hitler through the opening weeks of WWII. Its description explicitly identifies it as the final episode in a series on British fascism.",3202,https://pdst.fm/e/traffic.megaphone.fm/GLT5493256820.mp3?updated=1696350753,https://open.spotify.com/search/The%20Rest%20Is%20History%20375.%20Hitler%20and%20the%20Mitford%20Sisters,368f98fe-5d3c-11ee-a4e1-abe6add6a6eb
376,376. Baghdad: The Forging of Islam (Part 1),2023-10-08,740,762,740 – 762,Middle East,Medieval,Politics & Power; Religion & Church; Revolution; Empire & Colonialism,,true,Baghdad,1,false,high,"The description focuses on the Abbasid revolution that overthrew the Umayyad Caliphate and the foundation of Baghdad, conventionally dated to the mid-8th century, with Baghdad founded in 762. It explicitly discusses the development of Islam, the Umayyad Caliphate, and the Abbasids.",3063,https://pdst.fm/e/traffic.megaphone.fm/GLT9529602805.mp3?updated=1729781750,https://open.spotify.com/search/The%20Rest%20Is%20History%20376.%20Baghdad%3A%20The%20Forging%20of%20Islam%20%28Part%201%29,dfd2eb98-6627-11ee-b47b-1b7e876b7b3c
377,377. Baghdad: Crossroads of the Universe (Part 2),2023-10-11,750,775,750 – 775,Middle East,Medieval,Politics & Power; Empire & Colonialism; Religion & Church,Al-Mansur,true,Baghdad,2,false,high,"The description explicitly focuses on the Abbasids overthrowing the Umayyads, solidifying their rule, and Al-Mansur founding Baghdad as their capital. These events date primarily from the Abbasid Revolution in 750 through the early decades after Baghdad's foundation in 762.",2704,https://pdst.fm/e/traffic.megaphone.fm/GLT9127243683.mp3?updated=1729781768,https://open.spotify.com/search/The%20Rest%20Is%20History%20377.%20Baghdad%3A%20Crossroads%20of%20the%20Universe%20%28Part%202%29,295b19a6-6854-11ee-9504-4b082f11f400
378,378. Baghdad: The Golden Age (Part 3),2023-10-15,786,809,786 – 809,Middle East,Medieval,Politics & Power; Monarchy & Royalty; Economics & Trade; Culture & Arts,Harun al-Rashid,true,Baghdad,3,false,high,"The episode is anchored in the “Islamic Golden Age” and specifically takes “a deep dive into the life of the Caliph Harun al-Rashid,” whose reign lasted from 786 to 809. Its focus on Baghdad’s trade, culture, succession battles and court life places it in the medieval Abbasid Middle East.",3073,https://pdst.fm/e/traffic.megaphone.fm/GLT9689814482.mp3?updated=1729781786,https://open.spotify.com/search/The%20Rest%20Is%20History%20378.%20Baghdad%3A%20The%20Golden%20Age%20%28Part%203%29,bcfb2ce4-6ba8-11ee-b863-d71136a001dd
379,379. Baghdad: The Arabian Nights (Part 4),2023-10-18,750,1258,750 – 1258,Middle East,Medieval,Literature; Culture & Arts; Politics & Power,,true,Baghdad,4,false,medium,"The description explicitly places Baghdad during the Islamic Golden Age and focuses on the city of caliphs and the tales of One Thousand and One Nights. This supports a broad Abbasid-era medieval timeframe, approximately 750–1258.",2946,https://pdst.fm/e/traffic.megaphone.fm/GLT8529456010.mp3?updated=1729781852,https://open.spotify.com/search/The%20Rest%20Is%20History%20379.%20Baghdad%3A%20The%20Arabian%20Nights%20%28Part%204%29,c4da9278-6dca-11ee-803e-07765794e974
380,380. Captain Cook: History’s Greatest Explorer (Part 1),2023-10-22,1768,1779,1768 – 1779,Oceania,Early Modern,Exploration & Discovery; Science & Technology; Empire & Colonialism; Biography,James Cook,true,Captain Cook,1,false,high,"The description explicitly places Cook’s three Pacific voyages in the 18th century and mentions his expedition to encounter Terra Australis; the main focus is his exploratory career, conventionally dated from 1768 to 1779.",3011,https://pdst.fm/e/traffic.megaphone.fm/GLT8106697435.mp3?updated=1729781697,https://open.spotify.com/search/The%20Rest%20Is%20History%20380.%20Captain%20Cook%3A%20History%E2%80%99s%20Greatest%20Explorer%20%28Part%201%29,f19bfe14-6ea1-11ee-bcb1-bbe33d61ece6
381,381. Captain Cook: To the Ends of the Earth (Part 2),2023-10-25,1768,1771,1768 – 1771,Oceania,Early Modern,Exploration & Discovery; Empire & Colonialism; Diplomacy,James Cook; Joseph Banks,true,Captain Cook,2,false,medium,"The description focuses on Cook’s Royal Navy expedition to Tahiti, the Pacific, Terra Australis, New Zealand and Australia, including the transit of Venus and encounters with Indigenous peoples. These events belong to Cook’s first Pacific voyage in the late 1760s and early 1770s.",3225,https://pdst.fm/e/traffic.megaphone.fm/GLT6950185057.mp3?updated=1729781723,https://open.spotify.com/search/The%20Rest%20Is%20History%20381.%20Captain%20Cook%3A%20To%20the%20Ends%20of%20the%20Earth%20%28Part%202%29,94852b16-734b-11ee-a78c-2fb3b3d84f38
382,382. Young Napoleon: Teenage Revolutionary (Part 1),2023-10-30,1769,1792,1769 – 1792,France,Early Modern,Biography; Revolution; War & Military; Politics & Power,Napoleon Bonaparte; Pasquale Paoli,true,Young Napoleon,1,false,high,"The episode focuses on Napoleon's youth, from his birth in Corsica through his military schooling and enthusiasm for the French Revolution, placing the main period roughly between 1769 and the early 1790s. The description specifically highlights Corsica, France, Pasquale Paoli, and Napoleon's formative revolutionary years.",2780,https://pdst.fm/e/traffic.megaphone.fm/GLT6500252244.mp3?updated=1729781626,https://open.spotify.com/search/The%20Rest%20Is%20History%20382.%20Young%20Napoleon%3A%20Teenage%20Revolutionary%20%28Part%201%29,87e88892-74c9-11ee-b6c1-af573a86e664
383,383. Young Napoleon: The Shadow of the Guillotine (Part 2),2023-11-02,1793,1796,1793 – 1796,France,Early Modern,War & Military; Revolution; Politics & Power; Biography,Napoleon Bonaparte; Josephine de Beauharnais,true,Young Napoleon,2,false,high,"The description anchors the episode in the French Revolution and Napoleon’s military rise through the siege of Toulon, the Paris royalist uprising, his appointment as Commander of the Interior, and command of the Army of Italy, spanning roughly 1793–1796. It also explicitly covers his meeting with Josephine de Beauharnais.",3112,https://pdst.fm/e/traffic.megaphone.fm/GLT2658259929.mp3?updated=1729781645,https://open.spotify.com/search/The%20Rest%20Is%20History%20383.%20Young%20Napoleon%3A%20The%20Shadow%20of%20the%20Guillotine%20%28Part%202%29,70aed4fe-78c2-11ee-8fa8-377b73760214
384,384. The Fall of the Aztecs: The Adventure Begins (Part 1),2023-11-06,1519,1519,1519,Latin America,Early Modern,Exploration & Discovery; Empire & Colonialism; War & Military; Religion & Church,Hernán Cortés; Montezuma,true,The Fall of the Aztecs,1,false,high,"The description explicitly centers on the meeting of Hernán Cortés and Montezuma in 1519, while following Cortés's journey through Hispaniola and Cuba as the build-up to the fall of the Aztec Empire.",3094,https://pdst.fm/e/traffic.megaphone.fm/GLT8046611029.mp3?updated=1699093514,https://open.spotify.com/search/The%20Rest%20Is%20History%20384.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20Adventure%20Begins%20%28Part%201%29,cb5341e2-7a3e-11ee-a6eb-2799f1df2dde
385,385. The Fall of the Aztecs: The Woman Who Changed The World (Part 2),2023-11-07,1519,1521,1519 – 1521,Latin America,Early Modern,Empire & Colonialism; Exploration & Discovery; War & Military; Biography,Hernán Cortés; Malinche; Montezuma,true,The Fall of the Aztecs,2,false,high,"The description follows Cortés's expedition from Cuba to Mexico and the “bloody showdown” with the Aztec Empire, identifying the central events as the conquest of 1519–1521. Malinche is the episode's principal subject, alongside Cortés and Montezuma.",3172,https://pdst.fm/e/traffic.megaphone.fm/GLT5124604457.mp3?updated=1699093536,https://open.spotify.com/search/The%20Rest%20Is%20History%20385.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20Woman%20Who%20Changed%20The%20World%20%28Part%202%29,913cbb0e-7a3f-11ee-8dca-bb15b1176a96
386,386. The Fall of the Aztecs: The City of Gold (Part 3),2023-11-09,1519,1521,1519 – 1521,Latin America,Early Modern,War & Military; Empire & Colonialism; Exploration & Discovery; Culture & Arts,Hernán Cortés; Montezuma,true,The Fall of the Aztecs,3,false,high,"The description centers on Cortés heading inland toward Montezuma and Tenochtitlan, describing the Spanish-Aztec encounter and its consequences. These events correspond to the conquest of the Aztec Empire in 1519–1521.",2930,https://pdst.fm/e/traffic.megaphone.fm/GLT2951201852.mp3?updated=1699093480,https://open.spotify.com/search/The%20Rest%20Is%20History%20386.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20City%20of%20Gold%20%28Part%203%29,2a7b012c-7a40-11ee-8fe3-5b6e819fdf9c
387,387. The Fall of the Aztecs: Prisoners of Montezuma (Part 4),2023-11-13,1519,1519,1519,Latin America,Early Modern,War & Military; Empire & Colonialism; Politics & Power; Exploration & Discovery,Hernán Cortés; Montezuma,true,The Fall of the Aztecs,4,false,high,"The description explicitly dates the episode to 1519 and focuses on Cortés’s arrival in Tenochtitlan, his dealings with Emperor Montezuma, and the escalating Spanish-Aztec confrontation.",2664,https://pdst.fm/e/traffic.megaphone.fm/GLT8017930427.mp3?updated=1699093561,https://open.spotify.com/search/The%20Rest%20Is%20History%20387.%20The%20Fall%20of%20the%20Aztecs%3A%20Prisoners%20of%20Montezuma%20%28Part%204%29,6bdbe4ba-7a40-11ee-8a36-ef60f58adccb
388,388. The Fall of the Aztecs: The Festival of Blood (Part 5),2023-11-14,1520,1520,1520,Latin America,Early Modern,War & Military; Empire & Colonialism; Politics & Power,Hernán Cortés; Pánfilo de Narváez; Malinche; Montezuma; Pedro de Alvarado,true,The Fall of the Aztecs,5,false,high,"The description explicitly dates the episode to “1520” and focuses on Cortés, the Spanish forces, Montezuma, and the approaching Aztec festival during the Fall of the Aztecs.",2978,https://pdst.fm/e/traffic.megaphone.fm/GLT8784071073.mp3?updated=1699093591,https://open.spotify.com/search/The%20Rest%20Is%20History%20388.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20Festival%20of%20Blood%20%28Part%205%29,be73aec4-7a40-11ee-ab43-bfdfda7cd27e
389,389. The Fall of the Aztecs: The Night of Tears (Part 6),2023-11-16,1520,1521,1520 – 1521,Latin America,Early Modern,War & Military; Empire & Colonialism; Disaster & Plague,Hernán Cortés; Montezuma,true,The Fall of the Aztecs,6,false,high,"The description explicitly centers on the night of 30 June 1520, La Noche Triste, and its aftermath, including the arrival of disease during the Spanish conquest of Tenochtitlan. The episode is therefore primarily focused on the Aztec-Spanish conflict around 1520–1521.",2680,https://pdst.fm/e/traffic.megaphone.fm/GLT2744313815.mp3?updated=1699093626,https://open.spotify.com/search/The%20Rest%20Is%20History%20389.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20Night%20of%20Tears%20%28Part%206%29,35ed7638-7a41-11ee-95ba-2f8d51cfffb2
390,390. The Fall of the Aztecs: War to the Death (Part 7),2023-11-20,1521,1521,1521,Latin America,Early Modern,War & Military; Empire & Colonialism; Disaster & Plague,Hernán Cortés; Cuauhtémoc,true,The Fall of the Aztecs,7,false,high,"The description explicitly dates the episode to the spring of 1521 and focuses on the Siege of Tenochtitlan, the final Spanish-Aztec struggle. It names Hernán Cortés and the Aztec emperor Cuauhtémoc, while also highlighting the impact of smallpox.",2284,https://pdst.fm/e/traffic.megaphone.fm/GLT1796642529.mp3?updated=1699093669,https://open.spotify.com/search/The%20Rest%20Is%20History%20390.%20The%20Fall%20of%20the%20Aztecs%3A%20War%20to%20the%20Death%20%28Part%207%29,7e553172-7a41-11ee-b598-8fb3cbb1e7af
391,391. The Fall of the Aztecs: The Last Emperor (Part 8),2023-11-23,1521,1540,1521 – 1540,Latin America,Early Modern,Empire & Colonialism; War & Military; Politics & Power,Cuauhtemoc; Hernán Cortés; Malinche,true,The Fall of the Aztecs,8,false,high,"The description centers on the fall of Tenochtitlan and the aftermath of the Spanish conquest, beginning with Cortés's triumph in 1521 and covering the fates of Cuauhtemoc, Cortés, and Malinche and Mexico in the following decades.",3395,https://pdst.fm/e/traffic.megaphone.fm/GLT2984940365.mp3?updated=1699093693,https://open.spotify.com/search/The%20Rest%20Is%20History%20391.%20The%20Fall%20of%20the%20Aztecs%3A%20The%20Last%20Emperor%20%28Part%208%29,bbfaae94-7a41-11ee-897e-476549f76756
392,392. JFK: The Road to the White House (Part 1),2023-11-27,1917,1963,1917 – 1963,United States,Postwar,Biography; Politics & Power; Sex & Scandal; Assassination,John F. Kennedy; Lee Harvey Oswald; Jacqueline Bouvier,true,JFK,1,false,high,"The episode is anchored by JFK’s life and death, especially his upbringing, illness, romances and path toward the White House, culminating in the assassination on 22 November 1963. References to Oswald, American politics and the Cold War confirm a mid-20th-century focus.",2874,https://pdst.fm/e/traffic.megaphone.fm/GLT3759679497.mp3?updated=1700748935,https://open.spotify.com/search/The%20Rest%20Is%20History%20392.%20JFK%3A%20The%20Road%20to%20the%20White%20House%20%28Part%201%29,761018a8-830e-11ee-a13e-5bb031c065b5
393,"393. JFK: Cuba, Camelot and the Cold War (Part 2)",2023-11-28,1950,1963,1950 – 1963,United States,Postwar,Biography; Politics & Power; War & Military; Assassination,John F. Kennedy,true,JFK,2,false,high,"The description focuses on Kennedy's political career from the late 1950s, his presidency beginning in January 1961, and his assassination in Dallas, while covering events including the Bay of Pigs, Cuban missile crisis, Space Race and Vietnam War.",3242,https://pdst.fm/e/traffic.megaphone.fm/GLT9682768005.mp3?updated=1700749003,https://open.spotify.com/search/The%20Rest%20Is%20History%20393.%20JFK%3A%20Cuba%2C%20Camelot%20and%20the%20Cold%20War%20%28Part%202%29,ae22f75a-830f-11ee-815f-4be001c149a7
394,394. JFK: Death in Dallas (Part 3),2023-11-30,1963,1963,1963,United States,Postwar,Assassination; Crime & Mystery; Politics & Power,John F. Kennedy,true,JFK,3,false,high,"The description explicitly dates the episode to Friday, 22nd November 1963 and focuses on the moment-by-moment assassination of President Kennedy in Dallas, including its aftermath.",2599,https://pdst.fm/e/traffic.megaphone.fm/GLT6387392381.mp3?updated=1701022619,https://open.spotify.com/search/The%20Rest%20Is%20History%20394.%20JFK%3A%20Death%20in%20Dallas%20%28Part%203%29,260db52c-8395-11ee-87fb-cf4a48be2ff7
395,395. JFK: Hunt for a Killer (Part 4),2023-12-04,1963,1963,1963,United States,Postwar,Assassination; Crime & Mystery; Politics & Power; Espionage,John F. Kennedy,true,JFK,4,false,high,"The description explicitly dates the central event to “Friday 22nd November 1963” and focuses on President John F. Kennedy’s assassination, the hunt for his killer, and possible involvement by Cubans, Communists, or the CIA.",2705,https://pdst.fm/e/traffic.megaphone.fm/GLT1345279222.mp3?updated=1700749081,https://open.spotify.com/search/The%20Rest%20Is%20History%20395.%20JFK%3A%20Hunt%20for%20a%20Killer%20%28Part%204%29,b7678588-87bf-11ee-bfb2-73426338d90f
396,396. JFK: The Second Assassin Strikes (Part 5),2023-12-05,1963,1963,1963,United States,Postwar,Assassination; Crime & Mystery; Politics & Power,John F. Kennedy; Lee Harvey Oswald; Jack Ruby,true,JFK,5,false,high,"The episode explicitly focuses on President Kennedy's assassination and the events on 24th November 1963, when Jack Ruby shot Lee Harvey Oswald. The description identifies the central figures as Kennedy, Oswald, and Ruby and places the story in the immediate aftermath of the assassination.",2417,https://pdst.fm/e/traffic.megaphone.fm/GLT7803941061.mp3?updated=1700845231,https://open.spotify.com/search/The%20Rest%20Is%20History%20396.%20JFK%3A%20The%20Second%20Assassin%20Strikes%20%28Part%205%29,6a8566ac-89e7-11ee-9ff3-db68b1c63b61
397,397. JFK: A Conspiracy Unmasked (Part 6),2023-12-07,1950,1963,1950 – 1963,United States,Postwar,Assassination; Crime & Mystery; Politics & Power; Espionage,John F. Kennedy; Lee Harvey Oswald; Jack Ruby; Lyndon B. Johnson; Richard Nixon,true,JFK,6,false,high,"The episode centers on JFK's assassination and the killing of Lee Harvey Oswald by Jack Ruby on 24 November 1963, while also covering the conspiracy theories rooted in American society in the 1950s and 1960s.",3490,https://pdst.fm/e/traffic.megaphone.fm/GLT4318220159.mp3?updated=1700749154,https://open.spotify.com/search/The%20Rest%20Is%20History%20397.%20JFK%3A%20A%20Conspiracy%20Unmasked%20%28Part%206%29,f2a6efe8-87c0-11ee-bc87-834fef123192
398,398. JFK: The Mystery is Solved (Part 7),2023-12-11,1963,1963,1963,United States,Postwar,Assassination; Crime & Mystery; Politics & Power,John F. Kennedy,true,JFK,7,false,high,"The episode focuses on the Kennedy assassination, explicitly discussing who killed President Kennedy, the murderer's journey to the killing ground, and its political secrets in the 1950s and 1960s. The central event is JFK's 1963 assassination in the United States.",3081,https://pdst.fm/e/traffic.megaphone.fm/GLT6409828878.mp3?updated=1702048064,https://open.spotify.com/search/The%20Rest%20Is%20History%20398.%20JFK%3A%20The%20Mystery%20is%20Solved%20%28Part%207%29,66565d3a-8770-11ee-a697-33414c53b472
